6_2008_005266 6_2009_000960
7_2007_003587 7_2008_002223
7_2008_003498 7_2010_003450
7_2009_000335 7_2008_000252
7_2009_000283 7_2008_005216
7_2008_007877 7_2008_005721
7_2010_005284 7_2008_002223
7_2008_005218 7_2008_007573
7_2008_007573 7_2009_002203
7_2008_003860 7_2008_006382
7_2010_003585 7_2011_003073
7_2010_002702 7_2008_004339
7_2008_002956 7_2008_008701
7_2008_003333 7_2009_001767
7_2008_007895 7_2008_000562
7_2008_001062 7_2009_002862
7_2010_005147 7_2008_000719
7_2009_002862 7_2011_001124
7_2010_000198 7_2008_003647
7_2008_003647 7_2007_005296
7_2008_004464 7_2008_008097
7_2009_001083 7_2009_005215
8_2008_006690 8_2008_006113
8_2010_004007 8_2008_003932
8_2008_004672 8_2010_005222
8_2010_005442 8_2010_005984
8_2010_004760 8_2008_006868
8_2008_006910 8_2008_004290
8_2010_004448 8_2007_005688
8_2008_003776 8_2009_003380
8_2010_001913 8_2010_005099
8_2008_007164 8_2009_002061
8_2009_001484 8_2010_002392
8_2009_003165 8_2009_002673
8_2009_003077 8_2008_006910
8_2010_004271 8_2008_007873
8_2008_004074 8_2010_004327
8_2008_007353 8_2011_001116
8_2008_000306 8_2010_004638
8_2010_005222 8_2007_000549
8_2010_002000 8_2008_007726
8_2011_003159 8_2010_002316
8_2010_004638 8_2009_000002
8_2008_005550 8_2008_007363
8_2007_008110 8_2010_003223
8_2009_000366 8_2010_004244
8_2008_005882 8_2010_003488
8_2008_007873 8_2010_005222
8_2008_004120 8_2010_005202
8_2010_002448 8_2007_007524
8_2010_003551 8_2008_004074
8_2010_004244 8_2010_005222
8_2010_001737 8_2007_008110
8_2008_002668 8_2010_001783
8_2009_001198 8_2010_005984
8_2011_002186 8_2010_005239
8_2010_005193 8_2010_004369
8_2011_000229 8_2010_005072
8_2008_007363 8_2011_000229
8_2010_005984 8_2010_003468
8_2008_005064 8_2010_004467
8_2008_003045 8_2008_001876
8_2009_002429 8_2010_003451
8_2009_002104 8_2009_002837
8_2009_002673 8_2010_004891
8_2011_002128 8_2008_004797
8_2010_004891 8_2010_005442
8_2010_003687 8_2009_003201
8_2010_003223 8_2009_005051
8_2009_001906 8_2008_004688
8_2010_005482 8_2009_002429
8_2010_002316 8_2010_000586
8_2008_006113 8_2010_005193
8_2008_002225 8_2010_005425
8_2009_002061 8_2010_001783
8_2010_001195 8_2010_002167
8_2010_004327 8_2010_000586
8_2010_005202 8_2009_002104
8_2010_001103 8_2008_006910
8_2009_000002 8_2010_002676
8_2008_006384 8_2008_007726
8_2011_002685 8_2008_004290
8_2008_006347 8_2008_004672
8_2007_005688 8_2008_002225
8_2010_002645 8_2008_006294
8_2010_002392 8_2010_000799
8_2008_007914 8_2009_004358
8_2010_004320 8_2007_000549
8_2011_000165 8_2008_000670
8_2008_008585 8_2008_006868
8_2010_003488 8_2010_002392
8_2010_004369 8_2011_002685
8_2008_007469 8_2008_004462
8_2010_002676 8_2009_000366
8_2008_002201 8_2007_007524
8_2009_003201 8_2010_004467
8_2008_003303 8_2009_004999
8_2010_001934 8_2010_004271
8_2010_002026 8_2010_000500
8_2010_000828 8_2008_004933
8_2008_005566 8_2010_005099
8_2007_009923 8_2010_001737
8_2010_001783 8_2008_006910
8_2009_000030 8_2008_002845
8_2008_001876 8_2007_000549
8_2010_005239 8_2010_004007
8_2008_007941 8_2010_002000
8_2010_003451 8_2008_007216
8_2007_009724 8_2008_000670
8_2009_005051 8_2010_004327
8_2010_002831 8_2007_009724
8_2008_003704 8_2009_001906
8_2007_008403 8_2008_006520
8_2008_006294 8_2008_007469
8_2011_002276 8_2008_006868
8_2007_007524 8_2008_004074
8_2009_003380 8_2010_004448
8_2010_005099 8_2009_000002
8_2009_003419 8_2008_007363
8_2009_003118 8_2010_005193
8_2010_002286 8_2008_007469
8_2008_004933 8_2008_004074
9_2011_000815 9_2007_008897
9_2010_003154 9_2011_002953
9_2010_003535 9_2009_000059
9_2008_007741 9_2010_005540
9_2009_003966 9_2008_004665
9_2008_003442 9_2009_001623
9_2011_000755 9_2008_004632
9_2008_004592 9_2007_008897
9_2008_001434 9_2010_004592
9_2011_001366 9_2010_002400
9_2008_005136 9_2010_005654
9_2008_000149 9_2011_002594
9_2009_001848 9_2008_002384
9_2009_000762 9_2011_000755
9_2009_001623 9_2010_001094
9_2007_001340 9_2007_003205
9_2008_005111 9_2011_002241
9_2008_001772 9_2009_000834
9_2009_004479 9_2008_001772
9_2008_003689 9_2010_002400
9_2010_000439 9_2008_001636
9_2008_001461 9_2011_001366
9_2008_002903 9_2008_007061
9_2011_002241 9_2009_001754
9_2010_003976 9_2009_002743
9_2011_003166 9_2008_001320
9_2011_002594 9_2007_006241
9_2009_001670 9_2008_007388
9_2008_004720 9_2008_003838
9_2010_003149 9_2011_000108
9_2009_000980 9_2009_001864
9_2010_000754 9_2010_003957
9_2009_004720 9_2008_002920
9_2010_003665 9_2011_000036
9_2011_000253 9_2011_001946
9_2009_003326 9_2008_000149
9_2011_001946 9_2009_004002
9_2008_002676 9_2008_003914
9_2009_004377 9_2009_005205
9_2010_004345 9_2010_001579
9_2009_002055 9_2009_002844
9_2009_002088 9_2011_002045
9_2011_002045 9_2008_002613
9_2009_002556 9_2008_005857
9_2009_000834 9_2010_004249
9_2008_000273 9_2009_004377
9_2009_000059 9_2008_007452
9_2011_000036 9_2009_004514
9_2008_006834 9_2011_001946
9_2011_001319 9_2009_005205
9_2009_000182 9_2008_007061
9_2007_000830 9_2010_003154
9_2008_008538 9_2010_003149
9_2007_004193 9_2009_003415
9_2008_001636 9_2008_001434
9_2008_003477 9_2007_008110
9_2011_002803 9_2009_001105
9_2010_002921 9_2010_002721
9_2008_001320 9_2011_002241
9_2008_002920 9_2008_003689
9_2010_005930 9_2009_004499
9_2011_000108 9_2009_001313
9_2009_004974 9_2010_004793
9_2009_001856 9_2009_003326
9_2010_002121 9_2010_001528
9_2011_002644 9_2008_002920
9_2010_001094 9_2009_001623
9_2009_002816 9_2008_005111
9_2009_004243 9_2008_002903
9_2009_003415 9_2009_002844
9_2008_003629 9_2010_004130
9_2008_003796 9_2009_001864
9_2011_000965 9_2008_001702
9_2009_003677 9_2011_000492
9_2008_000572 9_2008_003914
9_2010_001224 9_2010_003027
9_2008_004412 9_2009_004734
9_2009_004091 9_2008_007061
9_2009_004734 9_2008_005574
9_2010_003957 9_2010_002538
9_2008_007388 9_2009_003895
9_2011_001106 9_2008_000149
9_2007_003205 9_2010_003149
9_2008_007685 9_2009_000760
9_2009_004263 9_2009_003677
9_2008_006307 9_2009_003326
9_2009_003150 9_2008_002903
9_2009_001009 9_2009_003966
9_2010_004467 9_2009_001105
9_2008_004564 9_2010_000497
9_2009_002663 9_2010_003535
9_2008_005107 9_2009_004849
9_2008_008621 9_2009_002088
9_2010_002538 9_2007_003011
9_2008_005066 9_2010_004130
9_2008_001702 9_2011_000755
9_2008_002438 9_2011_002644
9_2010_000497 9_2008_001772
9_2008_000041 9_2011_002241
9_2008_000498 9_2009_004445
10_2007_005114 10_2008_004827
10_2009_000066 10_2011_002649
10_2009_003218 10_2008_007586
10_2009_004316 10_2009_002221
10_2010_001692 10_2008_006904
10_2007_007772 10_2009_000694
10_2008_006904 10_2008_004841
10_2011_001079 10_2009_004679
10_2008_004841 10_2008_002709
10_2007_008722 10_2008_007586
10_2008_000876 10_2008_004841
10_2009_002221 10_2010_004456
10_2011_002018 10_2007_002387
10_2007_004081 10_2009_003808
10_2010_004456 10_2009_000066
10_2010_000063 10_2007_002387
10_2008_008199 10_2008_004827
10_2008_004827 10_2007_008722
10_2008_000335 10_2009_000066
10_2011_002649 10_2010_001692
10_2009_002542 10_2011_000502
10_2008_006880 10_2008_003297
10_2010_005061 10_2011_000502
10_2009_004679 10_2008_008199
10_2008_006496 10_2011_000502
10_2009_003808 10_2011_002649
10_2008_008541 10_2009_004679
10_2008_003297 10_2009_004351
10_2009_004351 10_2008_006496
10_2008_007586 10_2011_002649
10_2011_000502 10_2008_004841
10_2008_004701 10_2009_003218
10_2009_000694 10_2010_001692
10_2008_000964 10_2008_004827
10_2008_002709 10_2009_000066
10_2007_002387 10_2010_000063
