11_2011_002606 11_2009_001095
12_2010_002901 12_2008_002033
12_2008_004021 12_2010_001009
12_2010_001911 12_2007_004189
12_2009_004082 12_2008_002033
12_2008_005591 12_2010_005584
12_2011_001284 12_2009_001006
12_2008_001285 12_2009_002476
12_2010_004064 12_2009_004445
12_2009_003677 12_2010_001461
12_2008_007073 12_2011_000122
12_2010_003411 12_2009_004728
12_2008_006335 12_2009_003913
12_2010_005253 12_2010_001705
12_2008_005221 12_2010_001390
12_2011_000122 12_2008_001479
12_2007_008260 12_2010_002398
12_2008_006587 12_2010_003331
12_2010_001450 12_2007_008260
12_2009_000718 12_2008_007907
12_2010_001601 12_2010_000183
12_2009_004012 12_2008_005883
12_2009_001052 12_2011_000981
12_2010_001944 12_2009_003262
12_2010_005914 12_2008_002904
12_2008_007118 12_2008_001070
12_2008_007694 12_2008_006546
12_2007_004189 12_2009_001507
12_2008_007559 12_2009_003913
12_2009_000410 12_2010_003244
12_2010_003513 12_2009_001225
12_2010_003629 12_2010_005330
12_2010_005229 12_2010_002616
12_2010_002398 12_2008_006386
12_2010_002410 12_2009_001006
12_2010_005815 12_2008_007312
12_2010_001264 12_2010_005253
12_2009_004200 12_2008_001871
12_2010_000811 12_2009_003172
12_2009_002553 12_2008_002904
12_2010_005584 12_2008_005160
12_2008_005871 12_2010_000082
12_2009_001833 12_2010_001904
12_2010_002499 12_2009_001006
12_2010_004550 12_2010_005615
12_2008_007491 12_2011_000216
12_2008_005181 12_2010_004036
12_2008_006049 12_2010_000453
12_2010_003187 12_2009_001251
12_2010_002589 12_2010_004900
12_2009_002845 12_2008_000239
12_2008_006067 12_2010_003244
12_2009_002476 12_2010_005011
12_2009_001271 12_2010_002589
12_2011_001984 12_2007_004189
12_2008_003799 12_2011_001984
12_2010_005561 12_2010_000033
12_2010_001904 12_2010_000453
13_2010_001077 13_2008_008031
13_2010_000749 13_2009_001500
13_2008_004195 13_2008_006397
13_2008_005792 13_2009_002165
13_2010_003270 13_2009_002515
13_2008_006397 13_2009_004454
13_2008_006758 13_2008_005558
13_2009_001500 13_2009_004543
13_2010_002822 13_2011_002448
13_2009_001036 13_2011_002448
13_2010_001225 13_2010_001797
13_2009_003294 13_2009_001837
13_2008_002697 13_2008_003326
13_2009_001837 13_2008_008476
13_2008_005313 13_2009_004543
13_2010_000613 13_2009_004662
13_2008_006317 13_2008_005668
13_2009_001013 13_2008_005525
13_2010_005107 13_2008_008395
13_2009_004454 13_2008_008395
13_2008_008031 13_2010_002615
13_2008_007625 13_2010_003192
13_2008_005558 13_2009_004454
13_2009_003232 13_2011_001537
13_2009_003572 13_2010_000296
13_2008_003447 13_2008_008476
13_2007_006134 13_2008_002666
13_2010_002459 13_2009_003082
13_2008_004166 13_2010_000038
13_2010_003576 13_2008_002666
13_2010_000296 13_2011_002697
13_2009_003565 13_2008_006317
13_2008_000219 13_2007_009807
13_2011_002448 13_2009_000268
13_2009_000068 13_2008_005313
13_2010_005452 13_2008_007625
13_2009_004058 13_2008_004166
13_2008_003326 13_2009_000268
13_2008_000696 13_2010_002822
13_2009_001724 13_2011_001537
13_2011_002697 13_2008_005498
13_2008_005525 13_2009_001448
13_2009_003127 13_2010_001225
13_2010_003890 13_2008_004125
13_2008_006797 13_2007_006134
13_2010_004228 13_2008_002697
13_2009_001448 13_2010_003270
13_2008_008212 13_2008_006397
13_2009_000642 13_2009_001147
13_2009_000248 13_2008_008212
13_2009_000823 13_2010_002459
13_2010_001797 13_2008_005313
13_2009_003530 13_2009_003565
13_2008_008395 13_2008_005304
13_2008_002589 13_2009_003082
13_2008_004354 13_2009_001196
13_2008_005668 13_2011_001825
13_2009_002515 13_2010_001759
13_2008_002666 13_2009_003082
13_2009_002165 13_2009_001147
13_2008_008392 13_2011_001825
13_2010_003192 13_2008_006758
13_2008_005498 13_2009_001724
13_2009_002230 13_2008_003055
13_2010_004519 13_2008_004125
13_2008_003055 13_2010_004228
13_2008_005726 13_2008_005792
13_2009_000852 13_2008_007588
13_2009_002231 13_2010_001077
13_2008_008476 13_2008_004166
13_2010_001325 13_2010_002615
13_2009_005130 13_2010_001797
13_2010_000138 13_2009_002231
13_2011_001537 13_2008_008476
13_2009_001196 13_2007_009807
13_2009_003082 13_2010_000749
13_2010_002615 13_2008_004354
13_2010_005748 13_2009_003572
13_2010_000038 13_2010_001797
13_2010_001759 13_2008_001682
13_2009_000268 13_2008_008476
13_2010_004477 13_2011_001825
13_2007_009807 13_2009_002230
13_2009_004662 13_2010_005107
13_2008_001682 13_2011_001825
13_2011_002962 13_2007_006134
13_2008_005304 13_2011_002448
13_2008_004125 13_2009_003232
13_2008_002993 13_2009_003530
13_2010_000388 13_2010_001077
13_2011_000538 13_2010_003270
13_2009_000001 13_2008_007576
13_2009_004543 13_2010_001077
13_2008_004476 13_2010_000038
13_2009_001147 13_2008_007588
13_2009_003804 13_2010_004519
13_2008_007588 13_2008_001682
13_2011_001825 13_2008_005558
13_2009_001055 13_2009_003082
13_2008_007576 13_2008_006758
14_2009_003234 14_2009_005155
14_2009_004502 14_2010_005619
14_2008_008324 14_2011_002786
14_2010_002149 14_2009_004093
14_2011_002786 14_2010_003200
14_2010_001614 14_2009_000074
14_2011_000770 14_2010_003695
14_2010_001810 14_2010_001234
14_2008_003637 14_2008_006686
14_2008_006944 14_2009_003196
14_2008_007746 14_2009_001990
14_2009_000897 14_2010_005684
14_2010_002452 14_2011_001663
14_2011_001498 14_2010_005497
14_2008_004599 14_2008_005637
14_2010_000991 14_2010_000806
14_2010_000510 14_2010_005823
14_2010_001923 14_2009_004093
14_2008_005422 14_2008_000689
14_2009_005155 14_2009_001677
14_2008_005637 14_2009_002239
14_2008_000689 14_2010_005684
14_2010_005684 14_2008_006567
14_2008_002926 14_2009_004502
14_2009_002129 14_2009_003196
14_2010_000806 14_2008_000782
14_2010_000433 14_2009_002129
14_2007_002105 14_2010_005619
14_2009_001121 14_2009_003234
14_2010_001234 14_2007_002105
14_2008_000328 14_2011_002097
14_2009_000074 14_2009_002569
14_2011_001876 14_2007_000822
14_2010_004355 14_2007_000822
14_2008_003892 14_2010_002452
14_2010_003200 14_2010_000806
14_2008_001691 14_2009_002763
14_2010_000688 14_2008_003637
14_2009_003238 14_2007_005759
14_2010_005619 14_2007_000822
14_2008_007325 14_2008_002374
14_2008_004822 14_2009_002131
14_2008_003320 14_2009_002902
14_2010_005497 14_2010_001810
14_2008_005297 14_2008_003269
14_2010_005823 14_2009_002240
14_2008_006686 14_2010_000510
14_2011_000060 14_2009_002131
14_2010_004336 14_2009_000184
14_2009_001990 14_2011_003013
14_2009_000343 14_2007_005759
14_2008_007942 14_2009_002129
14_2009_001140 14_2008_007646
14_2011_000397 14_2009_004093
14_2009_003196 14_2010_005823
14_2008_002202 14_2010_005684
14_2011_000233 14_2009_003411
14_2007_005878 14_2009_001990
14_2009_004043 14_2009_001253
14_2009_001677 14_2010_000991
14_2009_003411 14_2010_005997
14_2008_000516 14_2008_003637
14_2008_005902 14_2011_001663
14_2009_002131 14_2009_004043
14_2008_005427 14_2009_000343
14_2011_002357 14_2010_004848
14_2009_002240 14_2009_004043
14_2009_001750 14_2009_004502
14_2009_002569 14_2010_002629
14_2008_003269 14_2009_001135
14_2007_000822 14_2010_005199
14_2009_001253 14_2008_005297
14_2009_002902 14_2010_000688
14_2008_002374 14_2008_002202
14_2011_002116 14_2008_006944
14_2008_006567 14_2009_003238
14_2009_004093 14_2008_004822
14_2010_004028 14_2010_004848
14_2011_001290 14_2010_002452
14_2009_001135 14_2008_007746
14_2009_001151 14_2008_002955
14_2008_001168 14_2009_002335
14_2010_003695 14_2010_005684
14_2011_002097 14_2008_003269
14_2010_005997 14_2009_002239
14_2009_004455 14_2009_002569
14_2009_002239 14_2009_002129
14_2007_005759 14_2009_001253
14_2008_006987 14_2008_003892
14_2008_000782 14_2010_000510
14_2010_006051 14_2009_002335
14_2007_005951 14_2008_002926
14_2008_007646 14_2008_007325
14_2009_000184 14_2008_006987
14_2011_001663 14_2011_002116
14_2011_003013 14_2010_005619
14_2010_004848 14_2010_001614
14_2010_003635 14_2008_006987
14_2009_002335 14_2009_002131
14_2008_002955 14_2010_000688
15_2007_005988 15_2007_008932
15_2008_001248 15_2008_004205
15_2010_005897 15_2011_000182
15_2008_008185 15_2008_004567
15_2008_000992 15_2008_001527
15_2008_004930 15_2008_004045
15_2009_002407 15_2010_002070
15_2010_004506 15_2008_008567
15_2008_003544 15_2009_000930
15_2008_000699 15_2008_000605
15_2008_002733 15_2008_000493
15_2008_001564 15_2008_007182
15_2008_002606 15_2008_003940
15_2008_003205 15_2008_005707
15_2008_007737 15_2008_004602
15_2008_004056 15_2007_003191
15_2009_001212 15_2008_004707
15_2008_002946 15_2008_003773
15_2008_002801 15_2011_002312
15_2008_002942 15_2010_001008
15_2009_004004 15_2008_002562
15_2008_003526 15_2008_001692
15_2009_000157 15_2008_002031
15_2008_002039 15_2009_003494
15_2008_000942 15_2009_000182
15_2008_001702 15_2009_002407
15_2010_001397 15_2011_001036
15_2009_000411 15_2008_003914
15_2010_004111 15_2010_005654
15_2008_002575 15_2008_007182
15_2008_007584 15_2010_000089
15_2008_000416 15_2008_001620
15_2009_000378 15_2009_004126
15_2008_007833 15_2008_004707
15_2008_002331 15_2007_002545
15_2008_000646 15_2010_000089
15_2008_000407 15_2010_005972
15_2007_008897 15_2010_004597
15_2008_003361 15_2007_003118
15_2008_001367 15_2008_005707
15_2008_003847 15_2008_003287
15_2008_002760 15_2007_003205
15_2010_004703 15_2008_002458
15_2010_005996 15_2009_004285
15_2011_003079 15_2008_003526
15_2008_000647 15_2011_001710
15_2008_003689 15_2008_000297
15_2010_002652 15_2008_008190
15_2008_008522 15_2007_003530
15_2008_003488 15_2010_004597
15_2007_007154 15_2009_005183
15_2008_001219 15_2008_004930
15_2011_002386 15_2010_005349
15_2009_000595 15_2010_000133
15_2009_004710 15_2008_003013
15_2008_004288 15_2008_003754
15_2008_002829 15_2008_002568
15_2010_000648 15_2010_001338
15_2011_001285 15_2007_003530
15_2007_009320 15_2008_001413
15_2008_004161 15_2009_000606
15_2008_000719 15_2008_001413
15_2008_007061 15_2008_002792
15_2009_001718 15_2010_001254
15_2007_000847 15_2008_005921
15_2008_000364 15_2008_000406
15_2007_003191 15_2011_000206
15_2008_002639 15_2009_004694
15_2008_007452 15_2008_004092
15_2009_003702 15_2008_002243
15_2008_004938 15_2009_000833
15_2008_001245 15_2008_002643
15_2008_001338 15_2010_005410
15_2010_000772 15_2009_002983
15_2007_001430 15_2009_002123
15_2008_003671 15_2007_003088
15_2008_002791 15_2009_002703
15_2008_001299 15_2009_003116
15_2008_003860 15_2010_004325
15_2011_001277 15_2009_003633
15_2008_003144 15_2010_001006
15_2008_002879 15_2009_004094
15_2011_000438 15_2010_000738
15_2008_002868 15_2010_001008
15_2011_000957 15_2008_003775
15_2010_004432 15_2007_006373
15_2011_000800 15_2009_001103
15_2008_003626 15_2008_001182
15_2008_003800 15_2008_000252
15_2009_004806 15_2011_000475
15_2010_001891 15_2008_003891
15_2008_002931 15_2008_001501
15_2008_002568 15_2009_000606
15_2011_002397 15_2008_002951
15_2010_004596 15_2011_001285
15_2008_003793 15_2008_004243
15_2010_000431 15_2007_008430
15_2007_003530 15_2008_003860
15_2008_004037 15_2008_007682
15_2011_001608 15_2010_001006
