11_2011_000408 11_2011_002927
12_2010_004505 12_2008_004845
12_2008_006020 12_2011_001642
12_2008_004833 12_2010_005612
12_2010_001432 12_2010_003879
12_2009_003194 12_2007_009899
12_2010_001464 12_2008_003520
12_2010_004679 12_2009_002803
12_2009_003714 12_2010_000475
12_2011_001727 12_2009_001535
12_2008_000676 12_2009_004016
12_2010_000785 12_2008_002359
12_2010_002786 12_2009_000181
12_2010_001571 12_2010_002349
12_2010_004493 12_2010_004959
12_2009_000339 12_2009_005162
12_2010_006066 12_2008_006908
12_2010_005548 12_2010_002808
12_2010_000061 12_2008_004845
12_2010_001376 12_2009_000045
12_2009_000647 12_2010_004052
12_2008_007045 12_2008_004768
12_2010_004957 12_2009_001498
12_2009_001962 12_2009_001902
12_2010_004730 12_2009_002958
12_2010_005033 12_2010_002775
12_2011_002833 12_2009_002408
12_2009_004507 12_2010_005870
12_2009_003810 12_2011_002137
12_2010_001002 12_2009_005153
12_2010_002562 12_2010_000608
12_2010_002654 12_2010_002631
12_2009_004634 12_2010_004957
12_2010_002805 12_2010_004750
12_2010_006009 12_2010_001626
12_2010_001253 12_2010_004957
12_2009_002373 12_2010_005870
12_2009_001075 12_2008_003645
12_2010_004227 12_2008_004528
12_2010_001124 12_2008_005897
12_2010_000370 12_2010_001896
12_2010_004121 12_2010_001529
12_2009_002681 12_2011_002908
12_2009_003756 12_2008_005346
12_2011_002823 12_2009_003708
12_2010_004750 12_2009_004074
12_2010_001529 12_2010_002037
12_2007_009605 12_2010_004505
12_2008_006356 12_2009_001902
12_2011_002908 12_2009_002031
12_2010_002449 12_2010_004052
12_2008_006119 12_2010_001929
12_2009_003402 12_2011_000788
12_2008_003645 12_2009_002681
12_2008_003975 12_2008_006178
12_2010_002960 12_2009_002039
12_2010_000203 12_2008_001430
12_2009_005162 12_2010_002741
12_2010_005361 12_2008_004768
12_2010_001896 12_2009_003756
12_2009_003130 12_2010_000362
12_2010_002456 12_2008_003975
12_2008_004324 12_2010_002391
12_2008_005656 12_2010_003479
12_2008_001436 12_2008_003746
12_2010_005159 12_2009_001881
12_2010_002349 12_2009_001367
12_2011_002589 12_2008_001676
12_2009_001286 12_2010_004738
12_2008_005272 12_2010_004445
12_2011_000709 12_2010_000655
12_2008_002814 12_2008_004174
12_2008_007461 12_2010_003891
13_2008_006991 13_2011_000043
13_2008_005396 13_2009_001636
13_2009_004497 13_2010_001829
13_2008_006912 13_2008_006991
13_2010_000923 13_2009_004497
13_2011_000526 13_2010_003714
13_2008_005166 13_2010_002734
13_2010_005019 13_2009_001539
13_2008_008279 13_2009_002957
13_2009_004105 13_2009_004942
13_2009_000169 13_2008_005396
13_2008_008011 13_2008_004584
13_2010_004107 13_2008_006646
13_2011_000519 13_2008_000142
13_2008_001031 13_2010_003532
13_2009_000691 13_2007_001724
13_2009_004623 13_2009_003982
13_2010_003573 13_2008_001278
13_2009_002697 13_2009_003775
13_2009_001911 13_2010_003714
13_2011_000930 13_2008_008075
13_2008_005485 13_2009_002957
13_2008_000142 13_2008_004764
13_2008_007444 13_2010_005019
13_2010_005174 13_2008_005327
13_2009_003822 13_2007_006364
13_2008_001729 13_2008_007444
13_2010_001829 13_2009_004497
13_2008_004696 13_2010_000413
13_2009_002339 13_2009_004942
13_2010_003532 13_2010_003380
13_2008_005327 13_2010_004363
13_2011_000022 13_2008_001934
13_2010_001184 13_2009_000169
13_2008_005791 13_2011_002520
13_2009_002957 13_2010_002283
13_2009_002151 13_2008_000142
13_2009_000603 13_2008_005485
13_2007_006364 13_2010_005174
13_2010_003714 13_2010_000838
13_2009_004942 13_2010_005174
13_2008_000552 13_2010_000413
13_2010_004351 13_2009_002957
13_2007_002046 13_2009_003982
13_2009_004262 13_2007_001724
13_2008_001218 13_2008_000142
13_2008_004624 13_2008_001278
13_2009_005000 13_2007_001724
13_2008_006953 13_2008_007004
13_2010_002734 13_2009_002151
13_2008_004584 13_2008_005791
13_2009_003982 13_2010_003380
13_2010_000874 13_2011_002520
13_2009_004897 13_2008_002686
13_2009_002882 13_2010_004363
13_2009_003686 13_2009_003822
13_2008_002686 13_2010_002283
13_2010_002691 13_2009_003083
13_2010_001852 13_2011_002520
13_2008_005369 13_2009_003686
13_2009_001636 13_2008_002459
13_2008_000141 13_2009_004105
13_2010_002283 13_2009_000169
13_2007_001724 13_2009_004262
13_2009_001749 13_2008_000142
13_2008_001934 13_2008_001171
13_2008_002459 13_2011_002520
13_2008_004396 13_2009_003686
13_2009_001180 13_2008_008533
13_2008_002866 13_2008_000177
13_2008_004764 13_2010_000838
13_2009_003083 13_2009_000169
13_2008_001171 13_2010_000838
13_2009_003775 13_2008_005485
13_2011_002583 13_2009_000603
13_2010_003380 13_2009_002697
13_2009_002037 13_2010_002734
13_2008_000119 13_2009_004262
13_2008_007004 13_2009_004897
13_2011_002520 13_2008_005791
13_2009_001539 13_2009_001636
13_2008_008075 13_2009_004815
13_2010_004363 13_2009_002684
13_2009_004815 13_2008_004396
13_2009_004790 13_2008_000119
13_2010_000413 13_2008_004624
13_2009_000565 13_2008_005327
13_2008_007897 13_2009_003822
13_2011_000043 13_2010_004247
13_2008_001278 13_2008_000142
13_2010_004247 13_2008_002459
13_2008_000602 13_2009_004262
13_2008_000177 13_2008_005396
13_2011_001544 13_2010_000413
13_2010_004374 13_2010_001829
13_2008_006429 13_2008_008011
13_2008_008533 13_2008_005485
13_2009_002684 13_2009_004497
13_2010_000838 13_2008_000177
13_2008_006646 13_2009_001180
14_2010_003745 14_2007_005354
14_2007_000364 14_2011_002988
14_2009_004845 14_2009_004207
14_2009_001759 14_2009_003820
14_2010_005731 14_2011_001216
14_2008_008177 14_2008_006491
14_2007_004275 14_2009_001638
14_2008_006889 14_2008_005893
14_2008_008552 14_2010_003745
14_2010_001251 14_2008_004615
14_2008_003053 14_2008_004668
14_2008_008018 14_2010_005572
14_2010_003159 14_2009_002382
14_2009_002399 14_2010_003432
14_2010_000495 14_2007_004275
14_2010_005433 14_2009_004857
14_2008_004615 14_2010_004033
14_2011_000487 14_2009_000882
14_2009_004338 14_2010_001251
14_2008_006491 14_2007_007211
14_2010_000678 14_2009_001984
14_2009_003743 14_2010_004422
14_2010_004995 14_2008_006017
14_2009_001646 14_2011_000487
14_2008_008450 14_2007_004275
14_2008_005893 14_2009_000719
14_2010_000583 14_2011_000898
14_2009_000402 14_2010_003736
14_2009_003598 14_2010_003469
14_2010_005849 14_2011_001040
14_2009_004857 14_2010_005100
14_2010_003736 14_2010_003469
14_2008_005603 14_2007_004275
14_2010_000927 14_2009_004249
14_2009_000611 14_2010_005731
14_2011_001123 14_2008_004568
14_2011_000898 14_2010_005731
14_2011_002107 14_2009_001646
14_2009_003944 14_2008_003827
14_2009_004202 14_2011_001123
14_2009_000676 14_2011_000487
14_2010_003605 14_2008_006889
14_2009_004249 14_2011_002988
14_2008_004786 14_2009_001646
14_2008_004568 14_2009_002399
14_2008_003590 14_2010_003303
14_2008_007558 14_2009_001427
14_2010_000744 14_2009_000611
14_2011_001216 14_2008_007459
14_2008_000082 14_2011_002988
14_2011_001508 14_2009_003944
14_2009_004207 14_2007_004275
14_2009_003639 14_2010_004219
14_2010_004422 14_2010_004143
14_2009_001638 14_2008_000082
14_2008_001525 14_2008_007264
14_2009_000233 14_2008_008018
14_2010_000490 14_2009_000676
14_2011_003057 14_2009_003802
14_2007_007211 14_2009_002434
14_2010_001383 14_2011_001216
14_2009_002824 14_2009_001759
14_2007_007902 14_2009_001638
14_2010_000255 14_2009_003743
14_2010_004766 14_2010_001251
14_2007_009084 14_2011_001508
14_2008_007459 14_2008_006549
14_2009_003820 14_2010_000495
14_2008_004668 14_2010_004766
14_2010_004517 14_2008_008552
14_2009_001645 14_2011_002402
14_2009_002382 14_2008_000858
14_2011_000034 14_2011_001123
14_2008_003827 14_2009_001646
14_2010_003303 14_2011_001508
14_2011_001799 14_2010_004517
14_2010_005721 14_2009_000233
14_2009_002665 14_2009_000131
14_2011_002760 14_2009_001984
14_2009_000719 14_2010_003432
14_2011_001040 14_2011_002402
14_2009_002434 14_2010_005100
14_2010_002172 14_2008_001406
14_2011_001605 14_2010_000371
14_2008_006517 14_2011_003057
14_2008_003152 14_2010_004517
14_2008_006549 14_2008_004615
14_2008_005915 14_2009_003743
14_2008_004345 14_2009_004338
14_2008_006017 14_2008_006491
14_2008_003323 14_2010_001383
14_2010_004143 14_2009_004207
14_2008_004549 14_2008_004615
14_2009_000131 14_2008_004549
14_2008_007075 14_2008_001406
14_2008_006879 14_2011_002402
14_2010_005100 14_2008_004786
14_2010_002271 14_2010_004995
14_2009_000602 14_2008_003053
14_2009_001984 14_2008_003590
15_2008_000835 15_2008_001325
15_2008_003469 15_2008_006952
15_2008_002852 15_2010_003304
15_2008_000268 15_2008_008098
15_2008_000271 15_2008_000737
15_2008_004745 15_2009_001091
15_2008_001444 15_2008_001090
15_2011_000051 15_2008_000829
15_2010_005110 15_2008_002210
15_2010_000419 15_2009_001965
15_2008_007168 15_2008_000650
15_2010_005293 15_2008_006433
15_2008_000278 15_2008_001746
15_2010_004067 15_2008_001154
15_2008_007585 15_2008_003958
15_2008_001063 15_2008_000648
15_2008_003344 15_2008_000887
15_2008_004455 15_2009_001575
15_2008_000803 15_2008_002599
15_2009_001743 15_2011_003162
15_2010_005303 15_2009_004205
15_2008_004807 15_2009_000529
15_2008_000672 15_2008_003127
15_2008_001121 15_2011_001678
15_2011_002184 15_2008_007904
15_2009_004784 15_2008_006433
15_2008_003967 15_2009_003257
15_2008_008431 15_2009_001002
15_2008_000264 15_2009_002800
15_2008_002061 15_2008_002210
15_2008_002842 15_2011_002554
15_2011_000273 15_2009_002242
15_2008_001837 15_2008_004745
15_2008_000367 15_2008_001075
15_2008_002247 15_2011_000054
15_2008_000573 15_2009_004899
15_2008_002662 15_2007_003541
15_2008_001724 15_2008_003202
15_2008_002347 15_2010_005293
15_2008_001808 15_2010_005512
15_2008_006256 15_2008_008593
15_2008_003884 15_2008_003650
15_2010_003538 15_2008_000941
15_2009_004142 15_2011_002958
15_2011_000534 15_2009_000453
15_2010_006050 15_2010_001767
15_2010_001192 15_2010_002597
15_2010_005867 15_2010_003724
15_2008_003290 15_2010_005405
15_2011_002880 15_2009_003154
15_2008_004501 15_2010_002725
15_2008_002997 15_2008_000922
15_2009_004782 15_2008_006998
15_2009_001389 15_2010_005867
15_2008_006732 15_2008_000413
15_2008_001881 15_2009_002918
15_2011_000304 15_2008_002599
15_2008_004482 15_2008_006816
15_2008_004553 15_2008_001255
15_2008_006952 15_2008_000928
15_2010_004282 15_2008_003265
15_2008_001099 15_2010_004491
15_2008_002932 15_2008_000623
15_2009_004525 15_2008_006684
15_2008_000650 15_2008_000737
15_2009_002698 15_2008_004706
15_2008_005937 15_2009_003266
15_2011_002074 15_2011_001988
15_2011_003220 15_2008_000234
15_2008_002377 15_2008_002167
15_2008_002603 15_2010_000162
15_2009_003340 15_2010_004031
15_2010_004400 15_2008_006807
15_2011_001632 15_2008_000423
15_2011_001370 15_2008_002247
15_2008_000742 15_2008_002603
15_2010_000449 15_2009_005222
15_2008_005567 15_2009_003896
15_2010_000954 15_2008_006124
15_2008_003265 15_2008_002001
15_2009_001979 15_2008_001863
15_2008_002813 15_2008_007742
15_2008_003681 15_2010_004594
15_2008_000851 15_2011_000391
15_2008_005812 15_2008_004418
15_2010_002127 15_2008_001373
15_2009_001091 15_2008_001914
15_2008_004278 15_2008_006024
15_2008_001205 15_2011_000991
15_2011_000427 15_2008_001344
15_2008_002362 15_2008_002378
15_2011_002842 15_2011_002554
15_2008_005098 15_2010_000474
15_2009_002960 15_2011_002542
15_2010_004743 15_2008_007665
15_2008_002838 15_2009_005222
15_2008_007717 15_2009_001026
15_2009_000183 15_2011_002578
15_2008_002470 15_2010_000358
15_2008_004814 15_2011_002967
