6_2010_004735 6_2011_000095
7_2008_000501 7_2008_006634
7_2010_004263 7_2009_001463
7_2008_006839 7_2008_005572
7_2011_002322 7_2010_004844
7_2008_005294 7_2008_001104
7_2011_001961 7_2008_003005
7_2008_004872 7_2011_000034
7_2008_002640 7_2010_006070
7_2011_001524 7_2010_000526
7_2010_003415 7_2008_003811
7_2008_006037 7_2010_005718
7_2008_004559 7_2008_003300
7_2008_000563 7_2009_001463
7_2010_000530 7_2010_004844
7_2010_001185 7_2009_000140
7_2010_002175 7_2008_006833
7_2009_004018 7_2007_005074
7_2008_006634 7_2010_002175
7_2008_005707 7_2010_005211
7_2010_003746 7_2011_002111
7_2009_003743 7_2009_000140
7_2009_002436 7_2010_001767
7_2008_006642 7_2008_005319
7_2011_002135 7_2008_003811
7_2010_004594 7_2007_005074
7_2010_003367 7_2011_002812
7_2009_005060 7_2010_005409
7_2009_002126 7_2008_002442
7_2011_001801 7_2009_003879
7_2008_001375 7_2009_005060
7_2008_007225 7_2010_004594
7_2011_001632 7_2008_003775
7_2009_005133 7_2008_003489
7_2010_003219 7_2009_000140
7_2009_004731 7_2008_005356
7_2008_000952 7_2011_000128
7_2010_005571 7_2008_006222
7_2011_002253 7_2008_002891
7_2008_007478 7_2011_002598
7_2008_007872 7_2009_000027
7_2009_002960 7_2010_001185
7_2011_002111 7_2011_001641
7_2008_004667 7_2011_002253
7_2011_001885 7_2008_006092
7_2009_005086 7_2009_004556
7_2009_002784 7_2010_000922
7_2008_003755 7_2008_000501
7_2010_005013 7_2010_002127
7_2009_004364 7_2009_004556
7_2009_000089 7_2008_005045
7_2008_000880 7_2010_005733
7_2008_008177 7_2008_003775
7_2011_003019 7_2010_003385
7_2009_000405 7_2010_002948
7_2011_000025 7_2010_003432
7_2009_000341 7_2008_000226
7_2009_002744 7_2008_002442
7_2008_001359 7_2008_005356
7_2008_005101 7_2010_002127
7_2009_005294 7_2009_000027
7_2008_007241 7_2008_004899
7_2009_002806 7_2011_002598
7_2008_002555 7_2008_002118
7_2008_000133 7_2009_000821
7_2010_001337 7_2010_001185
7_2008_000488 7_2008_007225
7_2010_004844 7_2010_005571
7_2009_001675 7_2009_001463
8_2009_004448 8_2010_000409
8_2010_004002 8_2010_003800
8_2010_005948 8_2010_001637
8_2010_002307 8_2010_002900
8_2009_000566 8_2010_005732
8_2009_000466 8_2010_002192
8_2010_003781 8_2007_001185
8_2010_005021 8_2009_004083
8_2008_008590 8_2010_002662
8_2011_001775 8_2009_004083
8_2010_002891 8_2008_006190
8_2009_003489 8_2009_004655
8_2008_000401 8_2009_001153
8_2008_006190 8_2008_003974
8_2010_003299 8_2011_001264
8_2010_001968 8_2008_004257
8_2010_004973 8_2009_001081
8_2009_003783 8_2010_000702
8_2009_001931 8_2008_005469
8_2008_001267 8_2010_003845
8_2008_007589 8_2008_007794
8_2010_001418 8_2010_001089
8_2010_000694 8_2008_002234
8_2007_001825 8_2008_006609
8_2010_001499 8_2010_005975
8_2008_006609 8_2007_001763
8_2010_001587 8_2008_006999
8_2010_003943 8_2008_000227
8_2009_000303 8_2010_005238
8_2010_005006 8_2008_004515
8_2010_001637 8_2008_006175
8_2009_005083 8_2010_000538
8_2008_004022 8_2010_003481
8_2008_000824 8_2010_001418
8_2010_004717 8_2010_004335
8_2010_005892 8_2009_001008
8_2008_001513 8_2008_007702
8_2010_002993 8_2007_004866
8_2008_001414 8_2010_004335
8_2011_001369 8_2010_001418
8_2010_004575 8_2008_006285
8_2010_004335 8_2009_000681
8_2010_001012 8_2009_000466
8_2010_005606 8_2008_006285
8_2011_000044 8_2010_005021
8_2010_000458 8_2009_001008
8_2008_007085 8_2011_000769
8_2010_000538 8_2011_001369
8_2010_002900 8_2011_001775
8_2008_000060 8_2010_000694
8_2009_004073 8_2010_000941
8_2010_002504 8_2008_003114
8_2010_003481 8_2009_004176
8_2008_006175 8_2009_001719
8_2011_000769 8_2010_004575
8_2010_001089 8_2010_003497
8_2010_005975 8_2009_004448
8_2009_004639 8_2008_003726
8_2010_000948 8_2010_002900
8_2011_002004 8_2008_005469
8_2008_004967 8_2011_003211
8_2008_002766 8_2007_002268
8_2010_005108 8_2010_003781
8_2008_003430 8_2010_003845
8_2007_006260 8_2010_001385
8_2010_002192 8_2010_004575
8_2009_002961 8_2010_005892
8_2008_000096 8_2010_004575
8_2008_005657 8_2007_004866
8_2009_000684 8_2009_004083
8_2011_001572 8_2010_001333
8_2010_000815 8_2008_000401
8_2009_001719 8_2007_006260
8_2009_001444 8_2007_003788
8_2010_000048 8_2010_003249
8_2011_000379 8_2011_000704
8_2010_004816 8_2008_006793
8_2007_008575 8_2008_002234
8_2008_000227 8_2009_000249
8_2010_001385 8_2010_002891
8_2010_002303 8_2008_000227
8_2010_006058 8_2009_000684
8_2007_009216 8_2010_004808
8_2010_004822 8_2010_001939
8_2010_000389 8_2011_000044
8_2010_002479 8_2009_003056
8_2010_002625 8_2008_006285
8_2008_007702 8_2010_001863
8_2010_002789 8_2007_009216
8_2010_002876 8_2010_004973
8_2009_004971 8_2010_005892
8_2007_001185 8_2010_003752
8_2008_002293 8_2010_001939
8_2010_000488 8_2008_006728
8_2008_006285 8_2011_000162
8_2010_001863 8_2008_004515
8_2010_005732 8_2010_004973
8_2009_003921 8_2007_001185
8_2010_004141 8_2010_002479
8_2008_006561 8_2010_002891
9_2008_007768 9_2009_003265
9_2010_003520 9_2008_007692
9_2009_001095 9_2009_004823
9_2009_000577 9_2009_001875
9_2008_007438 9_2010_003538
9_2009_004769 9_2011_002163
9_2009_002546 9_2009_004140
9_2008_005739 9_2010_001189
9_2009_001775 9_2008_006611
9_2011_000572 9_2008_004460
9_2007_003541 9_2009_000577
9_2011_000016 9_2009_004922
9_2010_005398 9_2009_003668
9_2009_003888 9_2008_007291
9_2010_005975 9_2008_000790
9_2008_003265 9_2011_000192
9_2010_001574 9_2011_003047
9_2010_001455 9_2008_003290
9_2011_000809 9_2008_006008
9_2008_001613 9_2011_002808
9_2009_003752 9_2008_005937
9_2008_007291 9_2009_001398
9_2007_005086 9_2009_005165
9_2009_002139 9_2008_004251
9_2010_001434 9_2008_000495
9_2008_004077 9_2008_001046
9_2011_000382 9_2007_005086
9_2009_004359 9_2009_003140
9_2009_005145 9_2009_003198
9_2010_000492 9_2009_003272
9_2011_002924 9_2011_000192
9_2010_004805 9_2008_003547
9_2010_001188 9_2008_005150
9_2011_002462 9_2011_002343
9_2010_002880 9_2009_002325
9_2010_000669 9_2011_001305
9_2008_004506 9_2011_001524
9_2008_001862 9_2007_009413
9_2011_000499 9_2010_005398
9_2008_000941 9_2008_002311
9_2009_002328 9_2010_004231
9_2008_004297 9_2008_004579
9_2009_001028 9_2010_002880
9_2009_002433 9_2010_001674
9_2010_004387 9_2011_002927
9_2007_002368 9_2008_005552
9_2009_002558 9_2010_000386
9_2011_001524 9_2009_000439
9_2009_003265 9_2009_000298
9_2009_002785 9_2011_000192
9_2011_000843 9_2008_000397
9_2009_002098 9_2009_004905
9_2008_004778 9_2008_000432
9_2010_001189 9_2009_001398
9_2008_006691 9_2009_001154
9_2011_002614 9_2008_006684
9_2009_004562 9_2009_002652
9_2009_004131 9_2011_000499
9_2009_000010 9_2008_003290
9_2009_001021 9_2008_006303
9_2011_002808 9_2008_000626
9_2009_002471 9_2008_003667
9_2008_001624 9_2009_005165
9_2009_005165 9_2009_004092
9_2010_000800 9_2008_001143
9_2010_000674 9_2009_004131
9_2011_000823 9_2009_002612
9_2011_002927 9_2008_003667
9_2009_002325 9_2011_002163
9_2008_000397 9_2010_000386
9_2008_001493 9_2008_000835
9_2008_003547 9_2010_000782
9_2009_002612 9_2010_003538
9_2009_000316 9_2010_000669
9_2008_005150 9_2009_002785
9_2009_003991 9_2008_000227
9_2008_001147 9_2011_000382
9_2008_006710 9_2009_000816
9_2008_001073 9_2008_003904
9_2011_002343 9_2010_000639
9_2008_007293 9_2008_004460
9_2008_004553 9_2009_001398
9_2010_000588 9_2008_000093
9_2008_002448 9_2007_001717
9_2008_002311 9_2008_000941
9_2009_004537 9_2010_005975
9_2008_006624 9_2011_000823
9_2010_004029 9_2011_002842
9_2010_001533 9_2009_002433
9_2010_001849 9_2009_004429
9_2011_001715 9_2009_001028
9_2007_007530 9_2008_005150
9_2011_002798 9_2009_004429
9_2009_004228 9_2009_004419
9_2008_001997 9_2008_000495
9_2010_004573 9_2010_002830
9_2011_001785 9_2010_000782
9_2008_007742 9_2008_006303
9_2007_008106 9_2009_002995
9_2007_003788 9_2008_006710
10_2010_005458 10_2011_003019
10_2010_004436 10_2011_002272
10_2009_000632 10_2010_000910
10_2010_000910 10_2011_002937
10_2011_002019 10_2010_003011
10_2007_005547 10_2009_002171
10_2009_003634 10_2011_002019
10_2010_004163 10_2008_001359
10_2010_002133 10_2010_005458
10_2008_004450 10_2011_002272
10_2008_005097 10_2010_001107
10_2007_005797 10_2009_000574
10_2011_001159 10_2007_005797
10_2010_005993 10_2007_005797
10_2010_005166 10_2009_002171
10_2009_002772 10_2010_004436
10_2011_000109 10_2010_001107
10_2010_005468 10_2011_000566
10_2010_003016 10_2011_000109
10_2011_000219 10_2009_000632
10_2009_002171 10_2011_000763
10_2010_002905 10_2009_000632
10_2009_003542 10_2011_000299
10_2009_000768 10_2009_000574
10_2010_000954 10_2009_000632
10_2011_002937 10_2010_002797
10_2007_000491 10_2009_001257
10_2007_005124 10_2007_000504
10_2010_000548 10_2009_000574
10_2007_002088 10_2007_000491
10_2008_001359 10_2010_002133
10_2008_008713 10_2010_002905
10_2010_003011 10_2010_000548
10_2008_007123 10_2008_001359
10_2011_000299 10_2011_000763
10_2009_000574 10_2009_000768
10_2009_004787 10_2009_005229
10_2009_000309 10_2009_000632
10_2011_003019 10_2010_005468
10_2011_000763 10_2008_007398
10_2008_007014 10_2009_000574
10_2011_000566 10_2008_007398
10_2008_007398 10_2009_000632
10_2009_005229 10_2007_000504
10_2011_002272 10_2007_000504
10_2010_002797 10_2011_000299
10_2010_001107 10_2009_005229
10_2008_003065 10_2008_007398
10_2008_002270 10_2011_000566
10_2009_001257 10_2009_002171
10_2007_000504 10_2009_002171
